,age,gender,split,final
28394,35,W,02:16:54,05:30:17
28395,28,M,02:16:02,05:30:17
28396,25,W,02:18:17,05:30:18
28397,53,W,02:16:54,05:30:18
28398,31,W,02:18:23,05:30:18
28399,51,W,02:17:14,05:30:18
28400,37,W,02:19:22,05:30:19
28401,36,M,02:16:37,05:30:19
28402,52,M,02:12:03,05:30:19
28403,31,W,02:20:13,05:30:19
28404,32,W,02:14:08,05:30:19
28405,38,M,02:14:25,05:30:19
28406,45,M,02:11:49,05:30:19
28407,71,W,02:16:15,05:30:19
28408,28,M,02:01:16,05:30:20
28409,31,W,02:13:35,05:30:20
28410,24,M,02:12:56,05:30:21
28411,49,W,02:08:25,05:30:21
28412,62,M,02:11:31,05:30:22
28413,37,W,02:22:30,05:30:22
28414,31,M,02:05:51,05:30:22
28415,33,W,02:23:16,05:30:23
28416,48,W,02:17:24,05:30:24
28417,38,W,02:15:36,05:30:25
28418,39,M,02:17:16,05:30:25
28419,57,M,02:11:58,05:30:26
28420,46,M,02:19:06,05:30:26
28421,20,W,02:17:23,05:30:27
28422,33,W,02:15:39,05:30:27
28423,23,M,02:19:50,05:30:27
28424,42,W,02:22:31,05:30:28
28425,44,W,02:15:35,05:30:29
28426,31,W,02:22:08,05:30:29
28427,37,M,01:58:05,05:30:29
28428,23,W,02:16:43,05:30:29
28429,52,M,02:08:57,05:30:30
28430,45,M,02:17:27,05:30:30
28431,50,M,02:12:59,05:30:30
28432,50,W,02:27:25,05:30:30
28433,29,M,02:20:22,05:30:31
28434,56,M,02:13:14,05:30:31
28435,59,M,02:12:21,05:30:31
28436,37,M,02:17:09,05:30:32
28437,42,M,02:26:19,05:30:32
28438,56,M,02:21:43,05:30:33
28439,36,W,02:19:48,05:30:33
28440,47,M,02:23:47,05:30:34
28441,43,M,02:13:37,05:30:35
28442,39,M,02:05:39,05:30:35
28443,40,M,02:19:40,05:30:35
28444,33,M,02:16:20,05:30:35
28445,45,M,02:11:08,05:30:35
28446,34,W,02:10:39,05:30:35
28447,38,M,02:22:53,05:30:35
28448,54,W,02:16:24,05:30:36
28449,56,M,02:06:42,05:30:36
28450,60,M,02:14:20,05:30:37
28451,44,M,02:09:46,05:30:37
28452,62,M,02:02:14,05:30:37
28453,47,W,02:15:14,05:30:38
28454,25,W,02:21:02,05:30:39
28455,38,M,02:16:56,05:30:40
28456,40,W,02:22:55,05:30:40
28457,40,M,02:19:24,05:30:40
28458,40,W,02:26:35,05:30:41
28459,41,W,02:19:12,05:30:41
28460,39,M,02:18:40,05:30:41
28461,52,W,02:23:00,05:30:43
28462,40,W,02:16:01,05:30:43
28463,33,W,02:12:00,05:30:44
28464,39,M,02:14:04,05:30:44
28465,39,M,02:24:32,05:30:44
28466,39,M,02:08:38,05:30:45
28467,44,M,02:07:15,05:30:46
28468,42,M,02:18:18,05:30:46
28469,35,W,02:18:43,05:30:46
28470,48,W,02:16:31,05:30:46
28471,36,M,02:21:37,05:30:47
28472,48,M,02:08:19,05:30:47
28473,24,M,02:17:18,05:30:47
28474,48,W,02:19:03,05:30:48
28475,44,M,02:17:23,05:30:48
28476,50,M,02:11:59,05:30:48
28477,41,W,02:20:13,05:30:48
28478,35,W,02:17:37,05:30:48
28479,51,M,02:17:41,05:30:49
28480,46,M,02:19:09,05:30:49
28481,23,W,02:20:04,05:30:50
28482,51,W,02:10:53,05:30:50
28483,48,M,02:21:04,05:30:51
28484,51,M,02:16:01,05:30:51
28485,27,M,02:10:05,05:30:51
28486,31,M,02:18:30,05:30:51
28487,32,W,02:12:15,05:30:52
28488,60,M,02:08:01,05:30:52
28489,48,W,02:05:59,05:30:52
28490,48,M,02:14:51,05:30:52
28491,34,M,02:09:52,05:30:53
28492,53,M,02:13:59,05:30:53
28493,61,W,02:14:09,05:30:54
28494,60,M,02:14:11,05:30:55
28495,40,W,02:11:56,05:30:55
28496,37,M,01:57:27,05:30:55
28497,40,M,02:18:02,05:30:55
28498,39,M,02:06:26,05:30:55
28499,37,M,02:13:47,05:30:55
28500,52,M,02:29:59,05:30:56
28501,48,W,02:23:20,05:30:56
28502,40,W,02:10:56,05:30:56
28503,32,W,02:23:08,05:30:56
28504,37,W,02:11:31,05:30:57
28505,42,W,02:20:41,05:30:57
28506,59,M,02:21:26,05:30:57
28507,60,W,02:16:08,05:30:58
28508,40,M,02:23:02,05:30:58
28509,27,M,02:26:42,05:30:58
28510,37,M,02:13:51,05:30:58
28511,41,W,02:16:54,05:30:59
28512,49,M,02:24:56,05:31:00
28513,55,W,02:13:19,05:31:01
28514,37,W,02:16:27,05:31:01
28515,44,W,02:17:51,05:31:01
28516,39,W,02:06:18,05:31:01
28517,31,W,02:19:25,05:31:01
28518,30,W,02:21:18,05:31:02
28519,44,W,02:39:07,05:31:02
28520,30,M,02:13:16,05:31:02
28521,27,W,02:23:35,05:31:03
28522,29,M,02:16:42,05:31:03
28523,48,M,02:13:07,05:31:03
28524,19,M,02:32:18,05:31:04
28525,57,M,02:05:29,05:31:04
28526,33,M,02:08:31,05:31:04
28527,57,W,02:26:23,05:31:04
28528,56,M,02:14:43,05:31:04
28529,63,M,02:12:31,05:31:04
28530,45,M,02:13:41,05:31:04
28531,42,M,02:13:12,05:31:05
28532,39,W,02:18:04,05:31:05
28533,50,M,02:22:26,05:31:05
28534,41,W,02:12:51,05:31:06
28535,43,M,02:24:04,05:31:06
28536,30,M,02:17:46,05:31:06
28537,62,M,02:12:14,05:31:07
28538,32,W,02:19:54,05:31:07
28539,54,W,02:13:37,05:31:07
28540,24,W,02:13:40,05:31:07
28541,37,M,02:09:51,05:31:08
28542,25,W,02:04:36,05:31:08
28543,31,W,02:14:03,05:31:08
28544,71,M,02:12:40,05:31:08
28545,28,W,02:09:54,05:31:08
28546,28,W,02:36:08,05:31:09
28547,39,W,02:14:15,05:31:09
28548,27,M,02:10:30,05:31:09
28549,66,M,02:28:03,05:31:09
28550,49,M,02:14:33,05:31:09
28551,36,M,02:23:13,05:31:10
28552,36,M,02:03:40,05:31:10
28553,31,M,02:21:57,05:31:10
28554,37,W,02:14:19,05:31:10
28555,58,M,02:26:57,05:31:11
28556,45,M,02:27:57,05:31:12
28557,42,M,02:16:52,05:31:12
28558,35,W,02:21:20,05:31:12
28559,30,W,02:14:58,05:31:12
28560,46,M,02:02:50,05:31:12
28561,61,M,02:08:21,05:31:13
28562,34,M,02:17:07,05:31:14
28563,58,M,02:04:28,05:31:15
28564,45,M,02:04:21,05:31:15
28565,47,M,02:17:15,05:31:15
28566,40,W,02:13:24,05:31:16
28567,55,M,02:22:32,05:31:16
28568,43,M,02:14:54,05:31:16
28569,27,W,02:27:00,05:31:17
28570,44,W,02:21:38,05:31:17
28571,45,W,02:16:29,05:31:17
28572,55,M,02:27:38,05:31:17
28573,36,W,02:19:00,05:31:18
28574,32,M,02:09:20,05:31:18
28575,44,M,02:24:30,05:31:18
28576,60,W,02:17:40,05:31:18
28577,59,M,02:19:18,05:31:18
28578,36,W,02:23:47,05:31:19
28579,63,M,02:16:50,05:31:19
28580,29,W,02:22:30,05:31:19
28581,46,M,02:01:21,05:31:19
28582,50,M,02:19:58,05:31:20
28583,65,W,02:28:18,05:31:20
28584,51,M,02:11:13,05:31:20
28585,21,M,02:00:32,05:31:20
28586,42,M,02:23:19,05:31:20
28587,51,M,02:20:21,05:31:21
28588,35,W,02:14:54,05:31:21
28589,30,W,02:19:32,05:31:21
28590,30,W,02:16:53,05:31:21
28591,44,M,02:19:52,05:31:21
28592,26,W,02:17:44,05:31:22
28593,38,M,02:22:14,05:31:23
28594,48,W,02:21:43,05:31:24
28595,34,M,02:13:57,05:31:24
28596,43,W,02:13:53,05:31:24
28597,40,W,02:15:12,05:31:24
28598,47,M,02:21:21,05:31:24
28599,38,W,02:27:54,05:31:25
28600,56,M,02:02:03,05:31:25
28601,37,M,02:13:36,05:31:25
28602,51,M,02:19:53,05:31:26
28603,37,M,02:24:46,05:31:26
28604,58,M,02:05:54,05:31:26
28605,32,M,02:03:21,05:31:26
28606,51,W,02:19:27,05:31:27
28607,32,M,02:15:27,05:31:27
28608,66,M,02:08:02,05:31:28
28609,63,M,02:11:38,05:31:28
28610,33,M,02:14:51,05:31:28
28611,35,M,02:17:13,05:31:28
28612,61,M,02:11:57,05:31:28
28613,31,W,02:21:09,05:31:28
28614,34,W,02:20:42,05:31:29
28615,39,W,02:12:53,05:31:29
28616,68,M,02:14:29,05:31:30
28617,42,W,02:21:29,05:31:30
28618,39,W,02:11:12,05:31:30
28619,39,W,02:12:05,05:31:30
28620,29,M,02:13:43,05:31:30
28621,45,M,02:12:18,05:31:30
28622,24,W,02:20:27,05:31:31
28623,31,W,02:20:08,05:31:31
28624,31,M,02:34:35,05:31:31
28625,60,W,02:14:41,05:31:33
28626,46,W,02:20:31,05:31:33
28627,34,W,02:12:06,05:31:33
28628,54,M,02:13:46,05:31:33
28629,49,M,02:18:22,05:31:33
28630,35,M,02:19:49,05:31:34
28631,31,W,02:24:26,05:31:34
28632,44,W,02:15:24,05:31:35
28633,41,M,02:06:27,05:31:35
28634,32,M,02:12:25,05:31:35
28635,27,W,02:16:36,05:31:36
28636,33,M,02:06:25,05:31:37
28637,42,W,02:24:06,05:31:37
28638,34,W,02:07:00,05:31:38
28639,27,M,02:15:54,05:31:38
28640,51,W,02:11:00,05:31:38
28641,52,M,02:12:45,05:31:39
28642,32,W,02:16:06,05:31:39
28643,37,W,02:18:15,05:31:40
28644,55,M,02:05:09,05:31:41
28645,39,W,02:21:53,05:31:41
28646,49,W,02:24:58,05:31:41
28647,51,M,02:19:48,05:31:42
28648,29,W,02:17:00,05:31:42
28649,52,M,02:10:22,05:31:42
28650,31,M,02:16:04,05:31:43
28651,55,W,02:18:25,05:31:43
28652,58,M,02:11:52,05:31:43
28653,39,M,02:23:33,05:31:43
28654,28,M,02:18:00,05:31:44
28655,35,W,02:22:26,05:31:45
28656,48,W,02:18:25,05:31:46
28657,50,M,02:09:28,05:31:47
28658,57,M,02:08:24,05:31:47
28659,47,W,02:22:05,05:31:48
28660,36,W,02:18:43,05:31:49
28661,44,M,02:23:15,05:31:49
28662,30,M,02:05:03,05:31:49
28663,56,M,02:09:12,05:31:50
28664,45,M,02:21:11,05:31:50
28665,56,W,02:16:40,05:31:50
28666,27,W,02:10:29,05:31:50
28667,46,M,02:15:01,05:31:51
28668,56,W,02:27:35,05:31:52
28669,49,W,02:11:07,05:31:52
28670,49,W,02:21:16,05:31:52
28671,35,M,02:17:58,05:31:53
28672,25,W,02:07:51,05:31:53
28673,53,M,02:24:16,05:31:54
28674,44,M,02:21:05,05:31:55
28675,32,W,02:30:36,05:31:55
28676,26,M,02:10:27,05:31:55
28677,33,W,02:14:09,05:31:56
28678,43,W,02:15:40,05:31:57
28679,28,W,02:16:55,05:31:57
28680,51,M,02:15:58,05:31:57
28681,31,M,02:32:15,05:31:58
28682,41,W,02:14:07,05:31:58
28683,40,W,02:12:33,05:31:58
28684,27,W,02:15:39,05:31:58
28685,37,M,02:28:49,05:31:58
28686,38,M,02:11:53,05:31:59
28687,44,W,02:28:43,05:31:59
28688,27,W,02:25:30,05:32:00
28689,55,W,02:29:20,05:32:00
28690,39,W,02:23:28,05:32:00
28691,34,M,02:18:04,05:32:01
28692,29,W,02:19:22,05:32:01
28693,36,M,02:13:36,05:32:01
28694,44,M,02:17:34,05:32:02
28695,42,M,02:08:55,05:32:02
28696,53,W,02:22:39,05:32:02
28697,32,M,01:55:44,05:32:03
28698,27,M,02:00:17,05:32:03
28699,37,W,02:19:00,05:32:03
28700,44,M,02:13:54,05:32:03
28701,26,W,02:20:16,05:32:04
28702,21,M,02:23:51,05:32:05
28703,32,W,02:16:58,05:32:05
28704,37,M,02:25:23,05:32:05
28705,54,M,01:56:10,05:32:05
28706,44,M,02:12:10,05:32:06
28707,56,M,02:09:53,05:32:06
28708,43,M,02:09:57,05:32:06
28709,54,M,01:59:18,05:32:07
28710,37,M,02:15:00,05:32:07
28711,26,M,02:17:45,05:32:08
28712,24,W,02:13:34,05:32:08
28713,51,W,02:26:15,05:32:08
28714,41,W,02:21:24,05:32:09
28715,34,M,02:14:27,05:32:09
28716,42,M,02:13:51,05:32:09
28717,39,M,02:14:17,05:32:10
28718,71,M,02:36:00,05:32:10
28719,46,W,02:23:58,05:32:10
28720,26,W,02:19:03,05:32:11
28721,38,W,02:15:00,05:32:13
28722,40,M,02:09:06,05:32:13
28723,46,M,02:16:40,05:32:13
28724,45,M,02:20:28,05:32:14
28725,43,M,02:13:08,05:32:14
28726,43,W,02:23:43,05:32:14
28727,29,W,02:18:05,05:32:14
28728,47,M,02:05:44,05:32:14
28729,32,M,02:13:25,05:32:14
28730,51,W,02:19:41,05:32:14
28731,50,M,02:07:53,05:32:14
28732,35,M,02:20:03,05:32:14
28733,24,W,02:13:07,05:32:16
28734,25,W,02:21:06,05:32:16
28735,31,W,02:19:29,05:32:16
28736,46,W,02:15:49,05:32:16
28737,37,M,02:18:20,05:32:16
28738,45,M,02:08:58,05:32:17
28739,66,M,02:02:18,05:32:17
28740,47,M,02:19:02,05:32:17
28741,28,M,02:19:03,05:32:17
28742,31,M,02:20:28,05:32:17
28743,32,W,02:21:12,05:32:17
28744,30,W,02:30:10,05:32:17
28745,42,W,02:28:36,05:32:20
28746,35,M,02:22:57,05:32:21
28747,42,M,02:20:07,05:32:21
28748,35,M,02:16:47,05:32:21
28749,33,M,02:20:43,05:32:21
28750,39,W,02:07:32,05:32:21
28751,53,W,02:23:53,05:32:22
28752,29,M,02:09:28,05:32:23
28753,57,M,02:12:03,05:32:23
28754,29,M,02:12:51,05:32:24
28755,29,W,02:15:07,05:32:25
28756,49,W,02:20:34,05:32:25
28757,49,M,02:11:02,05:32:25
28758,49,W,02:19:20,05:32:25
28759,46,W,02:23:43,05:32:26
28760,37,M,02:18:11,05:32:26
28761,41,W,02:27:08,05:32:26
28762,35,M,02:13:47,05:32:26
28763,52,W,02:36:05,05:32:26
28764,25,W,02:12:48,05:32:26
28765,50,M,02:16:39,05:32:27
28766,44,M,02:14:04,05:32:28
28767,54,M,02:08:47,05:32:28
28768,53,M,02:21:07,05:32:28
28769,30,W,02:19:09,05:32:28
28770,38,M,02:01:52,05:32:28
28771,35,W,02:15:02,05:32:29
28772,38,M,02:21:10,05:32:29
28773,45,W,02:20:09,05:32:29
28774,42,M,02:13:05,05:32:30
28775,44,M,02:30:34,05:32:30
28776,36,M,02:10:07,05:32:30
28777,42,W,02:13:32,05:32:30
28778,25,M,02:26:24,05:32:30
28779,35,M,02:23:13,05:32:30
28780,25,W,02:16:11,05:32:31
28781,53,M,02:20:18,05:32:31
28782,23,W,02:16:25,05:32:31
28783,39,W,02:20:33,05:32:31
28784,60,M,02:17:07,05:32:32
28785,41,M,02:10:24,05:32:32
28786,32,W,02:16:46,05:32:32
28787,47,W,02:26:21,05:32:32
28788,44,M,02:16:26,05:32:32
28789,70,M,02:10:37,05:32:32
28790,34,W,02:21:51,05:32:32
28791,50,W,02:24:22,05:32:32
28792,33,M,02:14:25,05:32:33
28793,30,M,02:16:13,05:32:33
28794,59,W,02:23:59,05:32:34
28795,39,W,02:19:31,05:32:34
28796,52,W,02:17:33,05:32:34
28797,59,M,02:18:17,05:32:34
28798,30,W,02:23:47,05:32:35
28799,33,M,02:11:45,05:32:36
28800,51,M,02:20:42,05:32:36
28801,41,M,02:02:23,05:32:37
28802,60,M,02:08:18,05:32:37
28803,66,M,02:15:03,05:32:37
28804,37,W,02:13:01,05:32:37
28805,48,M,02:29:24,05:32:38
28806,30,W,02:24:45,05:32:38
28807,23,M,02:07:16,05:32:38
28808,62,M,02:05:32,05:32:39
28809,36,W,02:12:36,05:32:39
28810,50,W,02:16:47,05:32:39
28811,38,M,02:10:27,05:32:41
28812,52,M,02:18:07,05:32:41
28813,43,M,02:15:19,05:32:42
28814,36,M,02:16:06,05:32:43
28815,46,M,02:13:37,05:32:44
28816,30,W,02:25:37,05:32:44
28817,31,M,02:16:53,05:32:44
28818,43,M,02:27:06,05:32:44
28819,52,M,02:18:33,05:32:44
28820,51,M,02:15:05,05:32:44
28821,57,M,02:09:02,05:32:45
28822,47,M,02:15:51,05:32:45
28823,30,W,02:12:39,05:32:45
28824,34,W,02:22:56,05:32:46
28825,28,W,02:24:32,05:32:47
28826,62,W,02:27:01,05:32:47
28827,42,M,02:22:07,05:32:47
28828,61,M,01:54:30,05:32:47
28829,28,M,02:04:35,05:32:47
28830,34,M,02:15:00,05:32:48
28831,57,M,02:18:14,05:32:49
28832,54,M,02:08:30,05:32:49
28833,59,M,02:14:50,05:32:49
28834,34,W,02:18:09,05:32:50
28835,45,W,02:16:01,05:32:50
28836,51,W,02:13:35,05:32:51
28837,26,W,02:31:33,05:32:51
28838,40,M,02:21:26,05:32:51
28839,50,W,02:19:14,05:32:51
28840,57,M,02:12:46,05:32:51
28841,48,W,02:20:45,05:32:51
28842,30,W,02:14:55,05:32:51
28843,41,W,02:16:55,05:32:52
28844,43,M,02:14:30,05:32:54
28845,57,W,02:19:48,05:32:54
28846,32,W,02:15:27,05:32:54
28847,51,W,02:23:09,05:32:54
28848,30,W,02:15:38,05:32:54
28849,55,W,02:17:01,05:32:55
28850,48,M,02:17:56,05:32:56
28851,34,W,02:11:27,05:32:56
28852,29,M,02:16:36,05:32:57
28853,65,M,02:12:24,05:32:57
28854,33,W,02:25:47,05:32:57
28855,42,W,02:23:18,05:32:57
28856,45,W,02:23:35,05:32:58
28857,28,W,02:08:55,05:32:58
28858,51,M,02:09:33,05:32:58
28859,39,W,02:19:47,05:32:59
28860,33,M,02:16:55,05:32:59
28861,39,W,02:17:09,05:33:00
28862,53,W,02:26:27,05:33:00
28863,34,W,02:17:01,05:33:00
28864,19,W,02:16:50,05:33:00
28865,34,M,02:18:04,05:33:01
28866,30,M,02:10:34,05:33:01
28867,18,W,02:23:48,05:33:01
28868,28,M,02:11:52,05:33:01
28869,36,W,02:22:28,05:33:01
28870,45,M,02:07:02,05:33:01
28871,29,W,02:18:10,05:33:02
28872,32,W,02:18:29,05:33:02
28873,40,M,02:15:11,05:33:03
28874,49,W,02:13:10,05:33:03
28875,61,M,02:16:52,05:33:03
28876,39,W,02:24:20,05:33:03
28877,44,W,02:18:07,05:33:03
28878,32,W,02:21:29,05:33:03
28879,30,W,02:30:59,05:33:04
28880,32,M,02:22:46,05:33:04
28881,54,M,02:19:37,05:33:04
28882,50,W,02:16:27,05:33:04
28883,36,M,02:09:28,05:33:05
28884,32,M,02:15:52,05:33:05
28885,56,M,02:08:51,05:33:05
28886,37,M,02:17:05,05:33:06
28887,29,M,02:17:15,05:33:06
28888,37,W,02:21:07,05:33:06
28889,59,M,02:16:47,05:33:06
28890,39,M,02:20:35,05:33:07
28891,38,M,02:05:38,05:33:07
28892,49,M,02:08:53,05:33:07
28893,55,M,02:18:56,05:33:07
28894,64,M,02:11:50,05:33:08
28895,34,W,02:16:34,05:33:09
28896,33,W,02:24:35,05:33:10
28897,43,M,02:22:49,05:33:10
28898,57,M,02:17:47,05:33:11
28899,50,M,02:13:36,05:33:11
28900,28,W,02:13:01,05:33:11
28901,54,W,02:24:46,05:33:12
28902,33,W,02:28:27,05:33:12
28903,52,M,02:27:27,05:33:12
28904,55,W,02:32:12,05:33:13
28905,48,W,02:16:41,05:33:13
28906,48,W,02:26:31,05:33:14
28907,27,W,02:23:33,05:33:14
28908,39,W,02:15:17,05:33:14
28909,55,M,02:17:56,05:33:14
28910,44,M,02:22:47,05:33:15
28911,51,W,02:15:07,05:33:15
28912,49,M,02:15:54,05:33:15
28913,59,M,02:20:02,05:33:15
28914,40,W,02:18:10,05:33:15
28915,39,W,02:21:38,05:33:15
28916,36,M,02:13:06,05:33:16
28917,49,W,02:24:43,05:33:16
28918,47,M,02:14:20,05:33:16
28919,45,W,02:22:30,05:33:17
28920,36,M,02:13:49,05:33:17
28921,52,M,02:22:12,05:33:17
28922,41,M,02:15:47,05:33:17
28923,41,W,02:31:43,05:33:18
28924,56,M,02:12:03,05:33:18
28925,32,W,02:18:35,05:33:19
28926,30,M,02:21:26,05:33:19
28927,34,W,02:07:34,05:33:19
28928,43,M,02:01:10,05:33:20
28929,45,M,02:14:26,05:33:20
28930,55,M,02:20:59,05:33:20
28931,49,W,02:15:35,05:33:20
28932,48,M,02:14:55,05:33:20
28933,38,W,02:20:35,05:33:21
28934,36,W,02:28:00,05:33:21
28935,46,W,02:19:16,05:33:21
28936,50,W,02:29:46,05:33:21
28937,45,W,01:56:57,05:33:22
28938,32,M,02:15:33,05:33:22
28939,51,M,02:00:29,05:33:22
28940,35,M,02:28:17,05:33:22
28941,49,M,02:18:49,05:33:22
28942,41,W,02:07:18,05:33:22
28943,51,W,02:05:33,05:33:22
28944,36,W,02:19:36,05:33:22
28945,41,W,02:20:55,05:33:22
28946,48,M,02:12:17,05:33:22
28947,44,M,02:16:04,05:33:23
28948,42,M,02:06:19,05:33:23
28949,29,W,02:15:40,05:33:25
28950,71,M,02:03:25,05:33:25
28951,33,M,02:15:11,05:33:25
28952,31,W,02:18:41,05:33:26
28953,44,M,02:15:29,05:33:26
28954,35,M,02:14:15,05:33:26
28955,46,W,02:22:34,05:33:26
28956,48,M,02:23:07,05:33:26
28957,30,M,02:15:15,05:33:27
28958,31,W,02:13:34,05:33:27
28959,50,M,02:23:45,05:33:27
28960,39,W,02:19:46,05:33:27
28961,28,W,02:15:28,05:33:28
28962,45,M,02:16:47,05:33:28
28963,44,W,02:16:29,05:33:28
28964,40,W,02:24:23,05:33:29
28965,40,M,02:14:20,05:33:31
28966,62,M,02:27:26,05:33:31
28967,63,W,02:14:46,05:33:32
28968,38,M,02:20:03,05:33:32
28969,57,M,02:09:47,05:33:33
28970,46,M,02:27:38,05:33:33
28971,33,W,02:17:23,05:33:34
28972,39,M,02:08:05,05:33:34
28973,47,M,02:28:20,05:33:35
28974,27,M,02:18:17,05:33:35
28975,32,W,02:21:06,05:33:36
28976,28,M,02:25:55,05:33:36
28977,46,W,02:19:11,05:33:36
28978,53,W,02:19:11,05:33:36
28979,38,M,02:17:03,05:33:37
28980,44,M,02:00:25,05:33:37
28981,36,W,02:14:50,05:33:37
28982,37,W,02:14:57,05:33:37
28983,42,M,02:09:44,05:33:38
28984,39,M,02:21:42,05:33:38
28985,26,M,02:14:32,05:33:38
28986,36,W,02:27:33,05:33:38
28987,45,M,02:06:55,05:33:39
28988,41,W,02:20:16,05:33:39
28989,26,W,02:14:00,05:33:39
28990,31,W,02:26:28,05:33:41
28991,37,M,02:12:23,05:33:41
28992,49,M,02:18:27,05:33:41
28993,33,W,02:13:54,05:33:42
28994,31,M,02:19:57,05:33:42
28995,40,W,02:13:17,05:33:43
28996,60,M,02:17:46,05:33:43
28997,50,W,02:18:08,05:33:43
28998,41,M,02:16:57,05:33:44
28999,42,W,02:22:02,05:33:44
29000,44,M,02:19:24,05:33:44
29001,30,W,02:17:38,05:33:44
29002,30,M,02:20:30,05:33:45
29003,36,M,02:12:27,05:33:45
29004,31,W,02:19:32,05:33:45
29005,40,M,02:12:22,05:33:45
29006,47,M,02:20:20,05:33:46
29007,50,W,02:26:06,05:33:46
29008,30,M,01:59:40,05:33:47
29009,60,M,02:18:47,05:33:47
29010,46,W,02:07:24,05:33:47
29011,35,M,02:11:52,05:33:47
29012,61,M,02:15:13,05:33:47
29013,56,M,02:17:38,05:33:48
29014,30,W,02:25:21,05:33:48
29015,56,M,02:10:08,05:33:48
29016,46,W,02:21:19,05:33:49
29017,28,W,02:19:43,05:33:49
29018,40,M,01:59:14,05:33:49
29019,47,M,02:13:52,05:33:49
29020,23,M,02:21:53,05:33:49
29021,46,W,02:11:07,05:33:50
29022,44,M,02:20:44,05:33:51
29023,46,M,02:17:49,05:33:51
29024,43,M,02:00:33,05:33:51
29025,52,M,02:12:44,05:33:51
29026,45,W,02:26:46,05:33:51
29027,48,M,02:05:37,05:33:52
29028,40,W,02:20:46,05:33:52
29029,48,M,02:18:29,05:33:52
29030,65,M,02:18:40,05:33:52
29031,30,W,02:24:17,05:33:52
29032,22,W,02:11:35,05:33:52
29033,32,M,02:39:42,05:33:52
29034,50,W,02:15:24,05:33:52
29035,39,M,02:13:51,05:33:53
29036,24,W,02:15:47,05:33:53
29037,37,W,02:15:25,05:33:53
29038,37,M,02:22:19,05:33:53
29039,41,M,02:05:45,05:33:54
29040,32,W,02:04:47,05:33:54
29041,42,W,02:06:56,05:33:54
29042,42,M,02:17:25,05:33:55
29043,38,M,02:16:09,05:33:56
29044,52,M,02:26:05,05:33:56
29045,59,M,02:18:46,05:33:56
29046,36,W,02:19:17,05:33:58
29047,51,M,02:14:34,05:33:58
29048,37,W,02:21:00,05:33:58
29049,50,M,02:22:41,05:33:58
29050,45,M,02:13:14,05:34:01
29051,48,W,02:27:15,05:34:01
29052,34,W,02:14:43,05:34:01
29053,31,M,02:19:39,05:34:01
29054,35,W,02:13:00,05:34:02
29055,52,W,02:14:12,05:34:02
29056,55,M,02:17:01,05:34:02
29057,53,M,02:16:20,05:34:02
29058,38,W,02:19:18,05:34:02
29059,37,W,02:17:14,05:34:03
29060,59,M,02:27:00,05:34:03
29061,43,M,02:17:07,05:34:03
29062,47,M,02:11:25,05:34:03
29063,19,W,02:30:40,05:34:04
29064,42,W,02:25:54,05:34:04
29065,44,M,02:15:50,05:34:04
29066,66,W,02:17:36,05:34:04
29067,44,M,02:09:28,05:34:04
29068,37,W,02:21:53,05:34:05
29069,48,W,02:19:48,05:34:05
29070,51,W,02:24:07,05:34:05
29071,55,M,02:23:08,05:34:05
29072,30,M,02:12:30,05:34:05
29073,51,M,02:21:05,05:34:06
29074,34,W,02:15:31,05:34:06
29075,54,W,02:23:12,05:34:07
29076,56,M,02:29:01,05:34:07
29077,17,W,02:26:43,05:34:07
29078,36,W,02:26:45,05:34:07
29079,54,M,02:07:19,05:34:07
29080,33,W,02:15:14,05:34:08
29081,33,W,02:16:10,05:34:08
29082,54,M,02:13:13,05:34:08
29083,42,W,02:17:05,05:34:08
29084,34,W,02:30:58,05:34:08
29085,59,M,02:14:50,05:34:09
29086,30,M,02:15:43,05:34:09
29087,29,W,02:23:12,05:34:10
29088,54,W,02:40:59,05:34:10
29089,62,W,02:15:29,05:34:11
29090,34,W,02:17:44,05:34:11
29091,30,W,02:24:22,05:34:11
29092,31,W,02:19:51,05:34:11
29093,50,M,02:16:56,05:34:11
29094,53,M,02:09:11,05:34:12
29095,53,M,02:30:20,05:34:12
29096,35,W,02:16:28,05:34:12
29097,65,M,02:31:19,05:34:12
29098,23,M,02:06:25,05:34:12
29099,45,W,02:20:55,05:34:13
29100,44,M,02:23:14,05:34:13
29101,41,M,02:22:53,05:34:13
29102,47,W,02:14:41,05:34:14
29103,45,M,02:15:09,05:34:14
29104,24,W,02:13:43,05:34:14
29105,45,M,02:25:06,05:34:14
29106,26,M,02:19:57,05:34:14
29107,38,W,02:12:39,05:34:14
29108,62,M,02:24:26,05:34:14
29109,59,M,02:12:27,05:34:15
29110,56,M,02:17:41,05:34:15
29111,31,W,02:24:53,05:34:15
29112,40,W,02:20:23,05:34:16
29113,44,M,02:17:15,05:34:16
29114,46,M,02:27:18,05:34:17
29115,44,M,02:22:48,05:34:17
29116,25,W,02:16:19,05:34:18
29117,51,M,02:24:52,05:34:18
29118,52,M,02:24:02,05:34:18
29119,31,M,02:16:58,05:34:18
29120,32,M,02:14:10,05:34:18
29121,19,M,02:38:52,05:34:19
29122,35,M,02:22:11,05:34:19
29123,53,W,02:24:13,05:34:19
29124,34,M,02:20:11,05:34:19
29125,48,W,02:12:37,05:34:20
29126,26,W,02:28:47,05:34:20
29127,55,M,02:11:33,05:34:20
29128,29,W,02:22:32,05:34:20
29129,45,W,02:15:35,05:34:21
